0981850006;5.0
144072007X;4.4
1554701503;5.0
1579822932;4.6
1754164498;5.0
1880241064;2.5
1885010753;4.2
1938146824;4.55556
398501938X;5.0
6035000029;5.0
6035000037;1.0
6035000045;4.5
6303146775;5.0
6304429150;4.2318
8386244453;5.0
8393166616;2.0
8802000026;4.0
8802000034;3.0
8805001058;3.28571
8805002577;3.5
8805002585;5.0
8805002593;5.0
8805002607;5.0
8805002615;4.0
8805002631;3.2
880500264X;3.0
8805002666;3.80769
8805002674;2.0
8805002682;3.33333
8805002690;3.0
8805002704;2.6
8805003255;2.0
8805003263;3.0
8805003298;4.52941
8805003549;3.8
8805003573;5.0
8805003603;5.0
9800474382;4.0
9822221274;1.0
B0000001QY;4.86207
B000000923;4.0
B000001ULX;5.0
B000001YZU;3.7
B000003GJ2;2.30769
B000005R78;4.33333
B000005XFE;4.0
B0000071CF;4.75
B00000GC69;4.06667
B00000I2XI;5.0
B00000JAJ8;5.0
B00000K2MB;4.5
B0000223JC;4.30882
B00002240Y;4.4
B0000224HT;4.25
B0000224HU;3.37013
B0000224SB;4.8
B0000224TZ;5.0
B0000224U2;4.47059
B0000224VV;4.5
B0000224WX;4.83333
B00002255X;4.45455
B0000225CS;4.66667
B0000225CU;4.0
B000024LGY;4.91667
B000027UMF;5.0
B0000296SV;5.0
B00002DE4X;5.0
B00002N5N7;4.50526
B00002N5PY;4.25
B00002N5VA;5.0
B00002N5VE;5.0
B00002N5ZD;4.95089
B00002N62V;3.34419
B00002N64J;1.4
B00002N655;5.0
B00002N65A;5.0
B00002N65C;4.5625
B00002N65F;3.75
B00002N65J;3.0
B00002N65K;5.0
B00002N65P;1.0
B00002N667;1.5
B00002N66A;3.72257
B00002N66C;5.0
B00002N66D;4.57714
B00002N66H;3.462
B00002N66J;4.66667
B00002N66T;3.04348
B00002N66U;4.0
B00002N66V;4.22222
B00002N66W;3.7
B00002N66X;2.44444
B00002N66Z;1.66667
B00002N670;3.36585
B00002N671;4.33333
B00002N672;3.61538
B00002N674;3.7557
B00002N676;3.65
B00002N677;1.53846
B00002N678;3.80488
B00002N67A;3.25
B00002N67B;2.66667
B00002N67C;1.0
B00002N67F;4.05556
B00002N67G;3.04545
B00002N67H;4.6
B00002N67K;3.0
B00002N67L;3.73043
B00002N67O;2.6
B00002N67P;4.27049
B00002N67Q;4.47761
B00002N67R;4.41392
B00002N67U;1.83333
B00002N67V;4.5
B00002N67Y;5.0
B00002N67Z;5.0
B00002N680;3.0
B00002N682;3.0
B00002N683;2.5
B00002N685;4.0
B00002N686;2.3
B00002N687;2.0
B00002N68C;4.39427
B00002N68E;1.0
B00002N68F;4.12371
B00002N68G;1.0
B00002N68H;4.25
B00002N68K;1.0
B00002N68L;2.94444
B00002N68M;4.66667
B00002N691;4.42049
B00002N693;2.71429
B00002N694;3.30435
B00002N6A0;4.45455
B00002N6AG;3.45455
B00002N6AN;3.6949
B00002N6AO;1.0
B00002N6BA;2.4
B00002N6BC;3.0
B00002N6BG;4.0
B00002N6BI;3.8
B00002N6BS;4.54023
B00002N6BT;4.77778
B00002N6BU;4.25
B00002N6BV;2.96
B00002N6BW;3.28313
B00002N6BZ;3.53086
B00002N6C2;2.52941
B00002N6C4;4.5
B00002N6CE;2.5
B00002N6CF;2.83333
B00002N6CM;4.0
B00002N6DB;1.0
B00002N6DI;5.0
B00002N6DK;5.0
B00002N6DP;3.83333
B00002N6EB;1.0
B00002N6EW;4.29412
B00002N6KG;1.63636
B00002N6KI;3.75
B00002N6MB;4.37349
B00002N78B;5.0
B00002N7Q2;1.0
B00002N7WI;5.0
B00002N801;3.0
B00002N80B;4.0
B00002N81L;3.33333
B00002N81N;3.0
B00002N84J;4.4
B00002N857;2.97222
B00002N8FI;4.10299
B00002N8FL;3.8
B00002N8FN;3.30385
B00002N8FP;5.0
B00002N8GB;3.4
B00002N8GH;3.33333
B00002N8GK;2.7
B00002N8GL;3.92647
B00002N8GQ;4.0
B00002N8HF;3.8
B00002N8HG;3.0
B00002N8HM;5.0
B00002N8HY;2.64286
B00002N8IM;4.76471
B00002N8IN;4.12174
B00002N8IO;1.66667
B00002N8IP;4.36364
B00002N8IQ;1.15385
B00002N8IS;3.66667
B00002N8IT;4.85714
B00002N8IU;4.30667
B00002N8J2;2.69388
B00002N8J7;2.66667
B00002N8J8;4.0
B00002N8J9;5.0
B00002N8JB;4.46875
B00002N8JK;2.4
B00002N8JM;5.0
B00002N8JN;2.71429
B00002N8JP;1.0
B00002N8JR;3.05263
B00002N8JS;4.4
B00002N8JV;1.63043
B00002N8JW;2.94118
B00002N8JX;4.0
B00002N8JY;4.45455
B00002N8JZ;4.0
B00002N8K1;5.0
B00002N8K3;3.79764
B00002N8KC;3.8
B00002N8KH;3.44737
B00002N8KI;2.59375
B00002N8KK;5.0
B00002N8KN;4.81818
B00002N8KQ;1.33333
B00002N8KR;4.0
B00002N8KS;4.0
B00002N8KT;2.0
B00002N8KY;2.0
B00002N8KZ;4.6
B00002N8L0;4.57143
B00002N8L1;1.0
B00002N8LA;2.96667
B00002N8LC;3.24324
B00002N8LD;5.0
B00002N8LG;2.66667
B00002N8LL;3.5
B00002N8LQ;3.38806
B00002N8M7;1.0
B00002N8ND;5.0
B00002N8NF;1.0
B00002N8NN;3.84
B00002N8NQ;4.0
B00002N8NR;4.35032
B00002N8NS;1.0
B00002N8NV;4.39394
B00002N8NW;3.53448
B00002N8NZ;2.33333
B00002N8O2;4.4
B00002N8O3;5.0
B00002N8O5;4.73333
B00002N8O8;4.73529
B00002N8OA;4.5
B00002N8OB;3.0
B00002N8OE;4.84112
B00002N8OG;3.87008
B00002N8OJ;3.4
B00002N8OK;4.83688
B00002N8OL;4.13636
B00002N8OM;4.95455
B00002N8OO;5.0
B00002N8OQ;2.33333
B00002N8PC;4.75
B00002N8PK;5.0
B00002N8PU;4.89286
B00002N8PW;4.0
B00002N8Q4;1.5
B00002N8Q5;5.0
B00002N8QP;4.82609
B00002N8R9;4.5
B00002N8RA;5.0
B00002N8RD;4.23077
B00002N8RE;2.0
B00002N8SB;5.0
B00002N8SM;2.12644
B00002N926;1.0
B00002N9DE;3.58621
B00002N9F9;5.0
B00002N9FR;4.23529
B00002NB7K;2.0
B00002NBQ8;4.87097
B00002NBQ9;4.65217
B00002NBRD;5.0
B00002NBUY;3.9434
B00002NC1Y;3.06667
B00002NC56;3.61446
B00002NC7W;4.2
B00002NC84;3.78594
B00002NC8C;5.0
B00002NC8D;3.0
B00002NC8O;5.0
B00002NC9F;4.0
B00002NC9H;4.0
B00002NC9M;2.5
B00002NCA1;3.1791
B00002NCA3;4.03448
B00002NCA4;4.16667
B00002NCAO;4.0
B00002NCAQ;4.2
B00002NCAS;1.88889
B00002NCAU;4.95455
